#isolate	predicted_serotype	attributes	genes_identified	locus_location	region_I_genes	region_II_genes	region_III_genes	IS1016_hits
ERX3529843	cap_not_found	-	-	-	-	-	-	-
ERX3529844	type_f	full_gene_complement	hcsB,hcsA,fcs3,fcs2,fcs1,bexD,bexC,bexB,bexA	gnl|contig00001|ERX3529844 len=1088298 cov=82.5 corr=0 origname=Contig_9_82.4556_pilon sw=shovill-skesa/1.1.0 date=20201225:675182-687607	4/4	3/3	2/2	0
ERX3529845	cap_not_found	-	-	-	-	-	-	-
ERX3529846	cap_not_found	-	-	-	-	-	-	-
ERX3529847	cap_not_found	-	-	-	-	-	-	-
ERX3529848	cap_not_found	-	-	-	-	-	-	-
ERX3529849	cap_not_found	-	-	-	-	-	-	-
ERX3529850	cap_not_found	-	-	-	-	-	-	-
ERX3529851	cap_not_found	-	-	-	-	-	-	-
ERX3529852	cap_not_found	-	-	-	-	-	-	-
ERX3529853	cap_not_found	-	-	-	-	-	-	-
ERX3529854	cap_not_found	-	-	-	-	-	-	-
ERX3529855	cap_not_found	-	-	-	-	-	-	-
ERX3529856	cap_not_found	-	-	-	-	-	-	-
ERX3529857	type_e	full_gene_complement	hcsB,hcsA,ecs8,ecs7,ecs6,ecs5,ecs4,ecs3,ecs2,ecs1,bexD,bexC,bexB,bexA	gnl|contig00001|ERX3529857 len=341980 cov=82.9 corr=0 origname=Contig_7_82.9282_pilon sw=shovill-skesa/1.1.0 date=20210103:26092-44156	4/4	8/8	2/2	0
ERX3529858	cap_not_found	-	-	-	-	-	-	-
ERX3529859	type_a	full_gene_complement	bexA,bexB,bexC,bexD,acs1,acs2,acs3,acs4,hcsA,hcsB	gnl|contig00018|ERX3529859 len=14719 cov=183.5 corr=0 origname=Contig_5_183.519_pilon sw=shovill-skesa/1.1.0 date=20201225:181-13231	4/4	4/4	2/2	1
ERX3529860	cap_not_found	-	-	-	-	-	-	-
ERX3529861	cap_not_found	-	-	-	-	-	-	-
ERX3529863	cap_not_found	-	-	-	-	-	-	-
ERX3529864	type_e	full_gene_complement	hcsB,hcsA,ecs8,ecs7,ecs6,ecs5,ecs4,ecs3,ecs2,ecs1,bexD,bexC,bexB,bexA	gnl|contig00002|ERX3529864 len=285151 cov=85.8 corr=0 origname=Contig_15_85.7847_pilon sw=shovill-skesa/1.1.0 date=20201225:26102-44166	4/4	8/8	2/2	0
ERX3529865	cap_not_found	-	-	-	-	-	-	-
ERX3529866	cap_not_found	-	-	-	-	-	-	-
ERX3529867	type_f	full_gene_complement	hcsB,hcsA,fcs3,fcs2,fcs1,bexD,bexC,bexB,bexA	gnl|contig00001|ERX3529867 len=1032707 cov=81.9 corr=0 origname=Contig_14_81.8986_pilon sw=shovill-skesa/1.1.0 date=20210102:728151-740576	4/4	3/3	2/2	0
ERX3529868	cap_not_found	-	-	-	-	-	-	-
ERX3529869	type_b	full_gene_complement,fragmented_locus	bexB,bexC,bexD,bcs1,bcs2,bcs3,bcs4,hcsA,hcsB;bexA	gnl|contig00019|ERX3529869 len=17356 cov=253.5 corr=0 origname=Contig_39_253.513_pilon sw=shovill-skesa/1.1.0 date=20201223:85-15151;gnl|contig00037|ERX3529869 len=724 cov=165.6 corr=0 origname=Contig_7_165.591_pilon sw=shovill-skesa/1.1.0 date=20201223:181-723	4/4	4/4	2/2	2
ERX3529870	cap_not_found	-	-	-	-	-	-	-
ERX3529871	cap_not_found	-	-	-	-	-	-	-
ERX3529872	cap_not_found	-	-	-	-	-	-	-
ERX3529873	cap_not_found	-	-	-	-	-	-	-
ERX3591616	cap_not_found	-	-	-	-	-	-	-
ERX3602156	cap_not_found	-	-	-	-	-	-	-
ERX3602157	cap_not_found	-	-	-	-	-	-	-
ERX3602158	cap_not_found	-	-	-	-	-	-	-
ERX3602159	cap_not_found	-	-	-	-	-	-	-
ERX3602160	cap_not_found	-	-	-	-	-	-	-
ERX3602161	cap_not_found	-	-	-	-	-	-	-
ERX3602162	cap_not_found	-	-	-	-	-	-	-
ERX3602163	cap_not_found	-	-	-	-	-	-	-
ERX3602164	cap_not_found	-	-	-	-	-	-	-
ERX3602165	cap_not_found	-	-	-	-	-	-	-
ERX3602166	cap_not_found	-	-	-	-	-	-	-
ERX3602167	cap_not_found	-	-	-	-	-	-	-
ERX3602168	cap_not_found	-	-	-	-	-	-	-
ERX3602169	cap_not_found	-	-	-	-	-	-	-
ERX3602170	cap_not_found	-	-	-	-	-	-	-
ERX3602171	cap_not_found	-	-	-	-	-	-	-
ERX3602172	cap_not_found	-	-	-	-	-	-	-
ERX3602173	cap_not_found	-	-	-	-	-	-	-
ERX3602174	cap_not_found	-	-	-	-	-	-	-
ERX3602175	cap_not_found	-	-	-	-	-	-	-
ERX3602176	cap_not_found	-	-	-	-	-	-	-
ERX3602177	cap_not_found	-	-	-	-	-	-	-
ERX3602178	cap_not_found	-	-	-	-	-	-	-
ERX3602180	cap_not_found	-	-	-	-	-	-	-
ERX3602181	cap_not_found	-	-	-	-	-	-	-
ERX3602182	cap_not_found	-	-	-	-	-	-	-
ERX3602183	cap_not_found	-	-	-	-	-	-	-
ERX3602184	cap_not_found	-	-	-	-	-	-	-
ERX3602185	cap_not_found	-	-	-	-	-	-	-
ERX3602186	cap_not_found	-	-	-	-	-	-	-
ERX3602187	cap_not_found	-	-	-	-	-	-	-
ERX3602188	cap_not_found	-	-	-	-	-	-	-
ERX3602189	cap_not_found	-	-	-	-	-	-	-
ERX3602190	cap_not_found	-	-	-	-	-	-	-
ERX3602191	cap_not_found	-	-	-	-	-	-	-
ERX3602192	type_a	full_gene_complement	bexA,bexB,bexC,bexD,acs1,acs2,acs3,acs4,hcsA,hcsB	gnl|contig00014|ERX3602192 len=14719 cov=134.5 corr=0 origname=Contig_4_134.488_pilon sw=shovill-skesa/1.1.0 date=20201226:181-13231	4/4	4/4	2/2	1
ERX3602194	cap_not_found	-	-	-	-	-	-	-
ERX3602195	cap_not_found	-	-	-	-	-	-	-
ERX3602196	cap_not_found	-	-	-	-	-	-	-
ERX3602197	type_b	full_gene_complement,fragmented_locus	bexA;bexB,bexC,bexD,bcs1,bcs2,bcs3,bcs4,hcsA,hcsB	gnl|contig00040|ERX3602197 len=724 cov=143.4 corr=0 origname=Contig_4_143.42_pilon sw=shovill-skesa/1.1.0 date=20201223:181-723;gnl|contig00023|ERX3602197 len=17356 cov=228.3 corr=0 origname=Contig_41_228.294_pilon sw=shovill-skesa/1.1.0 date=20201223:85-15151	4/4	4/4	2/2	2
ERX3602198	type_b	full_gene_complement,fragmented_locus	bexB,bexC,bexD,bcs1,bcs2,bcs3,bcs4,hcsA,hcsB;bexA	gnl|contig00020|ERX3602198 len=17356 cov=231.2 corr=0 origname=Contig_38_231.179_pilon sw=shovill-skesa/1.1.0 date=20201224:85-15151;gnl|contig00039|ERX3602198 len=724 cov=151.2 corr=0 origname=Contig_5_151.209_pilon sw=shovill-skesa/1.1.0 date=20201224:181-723	4/4	4/4	2/2	2
ERX3602199	type_b	full_gene_complement,fragmented_locus	bexB,bexC,bexD,bcs1,bcs2,bcs3,bcs4,hcsA,hcsB;bexA	gnl|contig00020|ERX3602199 len=17356 cov=283.7 corr=0 origname=Contig_42_283.686_pilon sw=shovill-skesa/1.1.0 date=20201224:85-15151;gnl|contig00040|ERX3602199 len=724 cov=178.4 corr=0 origname=Contig_5_178.418_pilon sw=shovill-skesa/1.1.0 date=20201224:181-723	4/4	4/4	2/2	2
ERX3602200	type_b	full_gene_complement,fragmented_locus	bexB,bexC,bexD,bcs1,bcs2,bcs3,bcs4,hcsA,hcsB;bexA	gnl|contig00020|ERX3602200 len=17356 cov=237.7 corr=0 origname=Contig_38_237.748_pilon sw=shovill-skesa/1.1.0 date=20201227:85-15151;gnl|contig00037|ERX3602200 len=724 cov=145.1 corr=0 origname=Contig_6_145.132_pilon sw=shovill-skesa/1.1.0 date=20201227:181-723	4/4	4/4	2/2	2
ERX3602201	type_b	full_gene_complement,fragmented_locus	bexA;bexB,bexC,bexD,bcs1,bcs2,bcs3,bcs4,hcsA,hcsB	gnl|contig00044|ERX3602201 len=724 cov=128.4 corr=0 origname=Contig_7_128.399_pilon sw=shovill-skesa/1.1.0 date=20201224:181-723;gnl|contig00023|ERX3602201 len=17356 cov=228.3 corr=0 origname=Contig_45_228.267_pilon sw=shovill-skesa/1.1.0 date=20201224:85-15151	4/4	4/4	2/2	2
ERX3602202	type_b	full_gene_complement,fragmented_locus	bexB,bexC,bexD,bcs1,bcs2,bcs3,bcs4,hcsA,hcsB;bexA	gnl|contig00020|ERX3602202 len=17356 cov=173.9 corr=0 origname=Contig_43_173.875_pilon sw=shovill-skesa/1.1.0 date=20201224:85-15151;gnl|contig00043|ERX3602202 len=724 cov=81.3 corr=0 origname=Contig_6_81.2599_pilon sw=shovill-skesa/1.1.0 date=20201224:181-723	4/4	4/4	2/2	2
ERX3602203	type_b	full_gene_complement	bexB,bexC,bexD,bcs1,bcs2,bcs3,bcs4,hcsA,hcsB,bexA	gnl|contig00001|ERX3602203 len=302152 cov=83.5 corr=0 origname=Contig_33_83.5419_pilon sw=shovill-skesa/1.1.0 date=20201224:284135-302151	4/4	4/4	2/2	2
ERX3602204	type_b	full_gene_complement,fragmented_locus	bexB,bexC,bexD,bcs1,bcs2,bcs3,bcs4,hcsA,hcsB;bexA	gnl|contig00018|ERX3602204 len=17356 cov=169.9 corr=0 origname=Contig_33_169.916_pilon sw=shovill-skesa/1.1.0 date=20201224:85-15151;gnl|contig00032|ERX3602204 len=724 cov=85.0 corr=0 origname=Contig_6_85.0014_pilon sw=shovill-skesa/1.1.0 date=20201224:181-723	4/4	4/4	2/2	2
ERX3602205	type_b	full_gene_complement,fragmented_locus	bexB,bexC,bexD,bcs1,bcs2,bcs3,bcs4,hcsA,hcsB;bexA	gnl|contig00020|ERX3602205 len=17356 cov=231.6 corr=0 origname=Contig_40_231.637_pilon sw=shovill-skesa/1.1.0 date=20201225:85-15151;gnl|contig00037|ERX3602205 len=724 cov=146.9 corr=0 origname=Contig_5_146.909_pilon sw=shovill-skesa/1.1.0 date=20201225:181-723	4/4	4/4	2/2	2
ERX3602206	type_b	full_gene_complement,fragmented_locus	bexB,bexC,bexD,bcs1,bcs2,bcs3,bcs4,hcsA,hcsB;bexA	gnl|contig00023|ERX3602206 len=17356 cov=163.2 corr=0 origname=Contig_44_163.152_pilon sw=shovill-skesa/1.1.0 date=20201222:85-15151;gnl|contig00043|ERX3602206 len=724 cov=78.5 corr=0 origname=Contig_9_78.4673_pilon sw=shovill-skesa/1.1.0 date=20201222:181-723	4/4	4/4	2/2	2
ERX3602208	type_b	full_gene_complement	bexB,bexC,bexD,bcs1,bcs2,bcs3,bcs4,hcsA,hcsB,bexA	gnl|contig00001|ERX3602208 len=307579 cov=81.5 corr=0 origname=Contig_11_81.4501_pilon sw=shovill-skesa/1.1.0 date=20201227:289562-307578	4/4	4/4	2/2	2
ERX3602209	type_b	full_gene_complement,fragmented_locus	bexB,bexC,bexD,bcs1,bcs2,bcs3,bcs4,hcsA,hcsB;bexA	gnl|contig00017|ERX3602209 len=17356 cov=170.8 corr=0 origname=Contig_31_170.77_pilon sw=shovill-skesa/1.1.0 date=20210103:85-15151;gnl|contig00031|ERX3602209 len=724 cov=83.7 corr=0 origname=Contig_6_83.7415_pilon sw=shovill-skesa/1.1.0 date=20210103:181-723	4/4	4/4	2/2	2
ERX3602210	type_f	full_gene_complement	hcsB,hcsA,fcs3,fcs2,fcs1,bexD,bexC,bexB,bexA	gnl|contig00001|ERX3602210 len=979503 cov=84.3 corr=0 origname=Contig_7_84.3425_pilon sw=shovill-skesa/1.1.0 date=20201227:674908-687333	4/4	3/3	2/2	0
ERX3602211	type_f	full_gene_complement	hcsB,hcsA,fcs3,fcs2,fcs1,bexD,bexC,bexB,bexA	gnl|contig00001|ERX3602211 len=1088015 cov=83.2 corr=0 origname=Contig_10_83.1718_pilon sw=shovill-skesa/1.1.0 date=20201224:675138-687563	4/4	3/3	2/2	0
ERX3602212	type_f	full_gene_complement	hcsB,hcsA,fcs3,fcs2,fcs1,bexD,bexC,bexB,bexA	gnl|contig00001|ERX3602212 len=1056211 cov=83.2 corr=0 origname=Contig_6_83.1911_pilon sw=shovill-skesa/1.1.0 date=20201228:675145-687570	4/4	3/3	2/2	0
ERX3602213	type_e	full_gene_complement,truncated_genes	hcsB,hcsA,ecs8,ecs7,ecs6,ecs5,ecs4,ecs4*,ecs3,ecs2,ecs1,bexD,bexC,bexB,bexA	gnl|contig00002|ERX3602213 len=286128 cov=84.0 corr=0 origname=Contig_3_83.9958_pilon sw=shovill-skesa/1.1.0 date=20201223:26534-44600	4/4	8/8	2/2	0
ERX3602214	type_f	full_gene_complement	hcsB,hcsA,fcs3,fcs2,fcs1,bexD,bexC,bexB,bexA	gnl|contig00001|ERX3602214 len=1056050 cov=84.9 corr=0 origname=Contig_8_84.8674_pilon sw=shovill-skesa/1.1.0 date=20201223:675030-687455	4/4	3/3	2/2	0
ERX3602215	type_f	full_gene_complement	hcsB,hcsA,fcs3,fcs2,fcs1,bexD,bexC,bexB,bexA	gnl|contig00001|ERX3602215 len=1088335 cov=83.8 corr=0 origname=Contig_9_83.8213_pilon sw=shovill-skesa/1.1.0 date=20201228:675248-687673	4/4	3/3	2/2	0
ERX3602216	type_f	full_gene_complement	hcsB,hcsA,fcs3,fcs2,fcs1,bexD,bexC,bexB,bexA	gnl|contig00001|ERX3602216 len=979560 cov=80.8 corr=0 origname=Contig_11_80.7909_pilon sw=shovill-skesa/1.1.0 date=20210103:675005-687430	4/4	3/3	2/2	0
ERX3602217	type_f	full_gene_complement	hcsB,hcsA,fcs3,fcs2,fcs1,bexD,bexC,bexB,bexA	gnl|contig00001|ERX3602217 len=455267 cov=85.4 corr=0 origname=Contig_5_85.4131_pilon sw=shovill-skesa/1.1.0 date=20210102:150636-163061	4/4	3/3	2/2	0
ERX3602218	type_f	full_gene_complement	hcsB,hcsA,fcs3,fcs2,fcs1,bexD,bexC,bexB,bexA	gnl|contig00001|ERX3602218 len=979734 cov=81.8 corr=0 origname=Contig_8_81.8366_pilon sw=shovill-skesa/1.1.0 date=20210103:675189-687614	4/4	3/3	2/2	0
ERX3602219	type_f	full_gene_complement	hcsB,hcsA,fcs3,fcs2,fcs1,bexD,bexC,bexB,bexA	gnl|contig00002|ERX3602219 len=455501 cov=87.2 corr=0 origname=Contig_5_87.2056_pilon sw=shovill-skesa/1.1.0 date=20201223:150934-163359	4/4	3/3	2/2	0
ERX3602220	type_e	full_gene_complement	hcsB,hcsA,ecs8,ecs7,ecs6,ecs5,ecs4,ecs3,ecs2,ecs1,bexD,bexC,bexB,bexA	gnl|contig00001|ERX3602220 len=613527 cov=83.3 corr=0 origname=Contig_10_83.3275_pilon sw=shovill-skesa/1.1.0 date=20210103:353931-371995	4/4	8/8	2/2	0
ERX3602221	type_f	full_gene_complement	hcsB,hcsA,fcs3,fcs2,fcs1,bexD,bexC,bexB,bexA	gnl|contig00001|ERX3602221 len=997283 cov=82.9 corr=0 origname=Contig_13_82.9074_pilon sw=shovill-skesa/1.1.0 date=20201223:616289-628714	4/4	3/3	2/2	0
ERX3602222	type_f	full_gene_complement	hcsB,hcsA,fcs3,fcs2,fcs1,bexD,bexC,bexB,bexA	gnl|contig00002|ERX3602222 len=427147 cov=88.2 corr=0 origname=Contig_16_88.1687_pilon sw=shovill-skesa/1.1.0 date=20201225:14100-26525	4/4	3/3	2/2	0
ERX3602223	type_f	full_gene_complement	hcsB,hcsA,fcs3,fcs2,fcs1,bexD,bexC,bexB,bexA	gnl|contig00001|ERX3602223 len=564074 cov=88.0 corr=0 origname=Contig_3_88.0017_pilon sw=shovill-skesa/1.1.0 date=20210103:150935-163360	4/4	3/3	2/2	0
ERX3602224	type_f	full_gene_complement	hcsB,hcsA,fcs3,fcs2,fcs1,bexD,bexC,bexB,bexA	gnl|contig00001|ERX3602224 len=1056177 cov=82.1 corr=0 origname=Contig_11_82.1109_pilon sw=shovill-skesa/1.1.0 date=20210103:675178-687603	4/4	3/3	2/2	0
ERX3602225	type_d	full_gene_complement	bexA,bexB,bexC,bexD,dcs1,dcs2,dcs3,dcs4,dcs5,hcsA,hcsB	gnl|contig00001|ERX3602225 len=519967 cov=85.8 corr=0 origname=Contig_6_85.8105_pilon sw=shovill-skesa/1.1.0 date=20201227:195439-211199	4/4	5/5	2/2	2
ERX3602226	cap_not_found	-	-	-	-	-	-	-
ERX3602227	cap_not_found	-	-	-	-	-	-	-
ERX3602228	cap_not_found	-	-	-	-	-	-	-
ERX3602229	cap_not_found	-	-	-	-	-	-	-
ERX3602230	cap_not_found	-	-	-	-	-	-	-
ERX3602231	cap_not_found	-	-	-	-	-	-	-
ERX3602232	cap_not_found	-	-	-	-	-	-	-
ERX3602233	cap_not_found	-	-	-	-	-	-	-
ERX3602236	cap_not_found	-	-	-	-	-	-	-
ERX3602237	cap_not_found	-	-	-	-	-	-	-
ERX3602238	cap_not_found	-	-	-	-	-	-	-
ERX3602239	cap_not_found	-	-	-	-	-	-	-
ERX3602240	cap_not_found	-	-	-	-	-	-	-
ERX3602241	cap_not_found	-	-	-	-	-	-	-
ERX3602242	cap_not_found	-	-	-	-	-	-	-
ERX3602243	cap_not_found	-	-	-	-	-	-	-
ERX3602244	cap_not_found	-	-	-	-	-	-	-
ERX3602245	cap_not_found	-	-	-	-	-	-	-
ERX3602246	cap_not_found	-	-	-	-	-	-	-
ERX3602247	cap_not_found	-	-	-	-	-	-	-
ERX3602248	cap_not_found	-	-	-	-	-	-	-
ERX3602249	cap_not_found	-	-	-	-	-	-	-
ERX3602250	cap_not_found	-	-	-	-	-	-	-
ERX3602251	cap_not_found	-	-	-	-	-	-	-
ERX3914130	cap_not_found	-	-	-	-	-	-	-
ERX3914131	cap_not_found	-	-	-	-	-	-	-
ERX3914133	cap_not_found	-	-	-	-	-	-	-
ERX3914134	cap_not_found	-	-	-	-	-	-	-
ERX3914144	cap_not_found	-	-	-	-	-	-	-
ERX3914154	cap_not_found	-	-	-	-	-	-	-
ERX3914163	type_f	full_gene_complement	bexA,bexB,bexC,bexD,fcs1,fcs2,fcs3,hcsA,hcsB	gnl|contig00001|ERX3914163 len=1041040 cov=87.7 corr=0 origname=Contig_5_87.6803_pilon sw=shovill-skesa/1.1.0 date=20201226:292163-304588	4/4	3/3	2/2	0
ERX3914164	cap_not_found	-	-	-	-	-	-	-
ERX3914165	cap_not_found	-	-	-	-	-	-	-
ERX3914166	cap_not_found	-	-	-	-	-	-	-
ERX3914169	cap_not_found	-	-	-	-	-	-	-
ERX3914170	cap_not_found	-	-	-	-	-	-	-
ERX3914174	cap_not_found	-	-	-	-	-	-	-
ERX3914175	cap_not_found	-	-	-	-	-	-	-
ERX3914180	cap_not_found	-	-	-	-	-	-	-
ERX3914182	cap_not_found	-	-	-	-	-	-	-
ERX3914191	cap_not_found	-	-	-	-	-	-	-
ERX3914192	cap_not_found	-	-	-	-	-	-	-
ERX3914193	cap_not_found	-	-	-	-	-	-	-
ERX3914195	cap_not_found	-	-	-	-	-	-	-
ERX3914200	type_e	full_gene_complement	hcsB,hcsA,ecs8,ecs7,ecs6,ecs5,ecs4,ecs3,ecs2,ecs1,bexD,bexC,bexB,bexA	gnl|contig00002|ERX3914200 len=337654 cov=91.2 corr=0 origname=Contig_12_91.1717_pilon sw=shovill-skesa/1.1.0 date=20201224:24997-43061	4/4	8/8	2/2	0
ERX3914201	cap_not_found	-	-	-	-	-	-	-
ERX3914204	type_f	full_gene_complement	bexA,bexB,bexC,bexD,fcs1,fcs2,fcs3,hcsA,hcsB	gnl|contig00001|ERX3914204 len=1040891 cov=81.4 corr=0 origname=Contig_6_81.4459_pilon sw=shovill-skesa/1.1.0 date=20210103:292016-304441	4/4	3/3	2/2	0
ERX3914210	cap_not_found	-	-	-	-	-	-	-
ERX3914212	cap_not_found	-	-	-	-	-	-	-
ERX3914218	cap_not_found	-	-	-	-	-	-	-
ERX3914227	cap_not_found	-	-	-	-	-	-	-
ERX3914240	type_e	full_gene_complement	hcsB,hcsA,ecs8,ecs7,ecs6,ecs5,ecs4,ecs3,ecs2,ecs1,bexD,bexC,bexB,bexA	gnl|contig00011|ERX3914240 len=73504 cov=89.2 corr=0 origname=Contig_7_89.1546_pilon sw=shovill-skesa/1.1.0 date=20201228:26056-44120	4/4	8/8	2/2	0
ERX3914241	cap_not_found	-	-	-	-	-	-	-
ERX3914245	cap_not_found	-	-	-	-	-	-	-
ERX3914246	cap_not_found	-	-	-	-	-	-	-
ERX3914247	cap_not_found	-	-	-	-	-	-	-
ERX3914252	type_e	full_gene_complement	bexA,bexB,bexC,bexD,ecs1,ecs2,ecs3,ecs4,ecs5,ecs6,ecs7,ecs8,hcsA,hcsB	gnl|contig00001|ERX3914252 len=137711 cov=82.1 corr=0 origname=Contig_7_82.0508_pilon sw=shovill-skesa/1.1.0 date=20201228:29381-47445	4/4	8/8	2/2	0
ERX3914260	cap_not_found	-	-	-	-	-	-	-
ERX3914261	cap_not_found	-	-	-	-	-	-	-
ERX3914262	cap_not_found	-	-	-	-	-	-	-
ERX3914263	cap_not_found	-	-	-	-	-	-	-
ERX3914271	cap_not_found	-	-	-	-	-	-	-
ERX3914272	cap_not_found	-	-	-	-	-	-	-
ERX3914273	type_b	full_gene_complement,truncated_genes	bexA*,bexB,bexC,bexD,bcs1,bcs2,bcs3,bcs4,hcsA,hcsB	gnl|contig00028|ERX3914273 len=17574 cov=13.0 corr=0 origname=Contig_14_13.0382_pilon sw=shovill-skesa/1.1.0 date=20201227:1-15177	4/4	4/4	2/2	1
ERX3914274	cap_not_found	-	-	-	-	-	-	-
ERX3914281	cap_not_found	-	-	-	-	-	-	-
ERX3914282	cap_not_found	-	-	-	-	-	-	-
ERX3914286	cap_not_found	-	-	-	-	-	-	-
ERX3914288	cap_not_found	-	-	-	-	-	-	-
ERX3914289	cap_not_found	-	-	-	-	-	-	-
ERX3914293	type_f	full_gene_complement	bexA,bexB,bexC,bexD,fcs1,fcs2,fcs3,hcsA,hcsB	gnl|contig00001|ERX3914293 len=781410 cov=82.1 corr=0 origname=Contig_5_82.1277_pilon sw=shovill-skesa/1.1.0 date=20210102:32545-44970	4/4	3/3	2/2	0
ERX3914294	cap_not_found	-	-	-	-	-	-	-
ERX3914295	cap_not_found	-	-	-	-	-	-	-
ERX3914298	cap_not_found	-	-	-	-	-	-	-
ERX3914309	cap_not_found	-	-	-	-	-	-	-
ERX3914310	cap_not_found	-	-	-	-	-	-	-
ERX3914311	cap_not_found	-	-	-	-	-	-	-
ERX3914312	cap_not_found	-	-	-	-	-	-	-
ERX3914317	cap_not_found	-	-	-	-	-	-	-
ERX3914318	cap_not_found	-	-	-	-	-	-	-
ERX3914335	cap_not_found	-	-	-	-	-	-	-
ERX3914341	cap_not_found	-	-	-	-	-	-	-
ERX3914342	cap_not_found	-	-	-	-	-	-	-
ERX3914343	cap_not_found	-	-	-	-	-	-	-
ERX3914344	type_c	full_gene_complement	bexA,bexB,bexC,bexD,ccs1,ccs2,ccs3,ccs4,hcsA,hcsB	gnl|contig00001|ERX3914344 len=570517 cov=85.9 corr=0 origname=Contig_14_85.8533_pilon sw=shovill-skesa/1.1.0 date=20201224:290268-304874	4/4	4/4	2/2	2
ERX3914352	cap_not_found	-	-	-	-	-	-	-
ERX3914357	cap_not_found	-	-	-	-	-	-	-
ERX3914358	cap_not_found	-	-	-	-	-	-	-
ERX3914363	cap_not_found	-	-	-	-	-	-	-
ERX3914364	cap_not_found	-	-	-	-	-	-	-
ERX3914366	cap_not_found	-	-	-	-	-	-	-
ERX3914374	cap_not_found	-	-	-	-	-	-	-
ERX3914376	cap_not_found	-	-	-	-	-	-	-
ERX3914378	cap_not_found	-	-	-	-	-	-	-
ERX3914380	cap_not_found	-	-	-	-	-	-	-
ERX3914388	type_b	full_gene_complement,fragmented_locus	bexA;bexB,bexC,bexD,bcs1,bcs2,bcs3,bcs4,hcsA,hcsB	gnl|contig00070|ERX3914388 len=724 cov=120.8 corr=0 origname=Contig_13_120.781_pilon sw=shovill-skesa/1.1.0 date=20201226:181-723;gnl|contig00030|ERX3914388 len=17330 cov=219.2 corr=0 origname=Contig_71_219.204_pilon sw=shovill-skesa/1.1.0 date=20201226:85-15125	4/4	4/4	2/2	2
ERX3914389	type_b	full_gene_complement,truncated_genes	bexA*,bexB,bexC,bexD,bcs1*,bcs1*,bcs2,bcs3,bcs4,hcsA,hcsB	gnl|contig00001|ERX3914389 len=612662 cov=80.5 corr=0 origname=Contig_10_80.5401_pilon sw=shovill-skesa/1.1.0 date=20201224:289436-304614	4/4	4/4	2/2	2
ERX3914390	cap_not_found	-	-	-	-	-	-	-
ERX3914391	cap_not_found	-	-	-	-	-	-	-
ERX3914392	cap_not_found	-	-	-	-	-	-	-
ERX3914394	cap_not_found	-	-	-	-	-	-	-
ERX3914396	cap_not_found	-	-	-	-	-	-	-
ERX3914397	cap_not_found	-	-	-	-	-	-	-
ERX3914400	cap_not_found	-	-	-	-	-	-	-
ERX3914407	cap_not_found	-	-	-	-	-	-	-
ERX3914409	type_e	full_gene_complement	hcsB,hcsA,ecs8,ecs7,ecs6,ecs5,ecs4,ecs3,ecs2,ecs1,bexD,bexC,bexB,bexA	gnl|contig00001|ERX3914409 len=338844 cov=93.6 corr=0 origname=Contig_2_93.5535_pilon sw=shovill-skesa/1.1.0 date=20201226:26056-44120	4/4	8/8	2/2	0
ERX3914416	cap_not_found	-	-	-	-	-	-	-
ERX3914417	cap_not_found	-	-	-	-	-	-	-
ERX3914418	cap_not_found	-	-	-	-	-	-	-
ERX3914419	cap_not_found	-	-	-	-	-	-	-
ERX3914420	cap_not_found	-	-	-	-	-	-	-
ERX3914432	cap_not_found	-	-	-	-	-	-	-
ERX3914433	cap_not_found	-	-	-	-	-	-	-
ERX3914434	cap_not_found	-	-	-	-	-	-	-
ERX3914435	cap_not_found	-	-	-	-	-	-	-
ERX3914436	cap_not_found	-	-	-	-	-	-	-
ERX3914438	cap_not_found	-	-	-	-	-	-	-
ERX3914439	type_f	full_gene_complement	bexA,bexB,bexC,bexD,fcs1,fcs2,fcs3,hcsA,hcsB	gnl|contig00003|ERX3914439 len=117886 cov=90.2 corr=0 origname=Contig_55_90.2062_pilon sw=shovill-skesa/1.1.0 date=20201226:13618-26043	4/4	3/3	2/2	0
ERX3914441	cap_not_found	-	-	-	-	-	-	-
ERX3914445	cap_not_found	-	-	-	-	-	-	-
ERX3914446	cap_not_found	-	-	-	-	-	-	-
ERX3914447	type_e	full_gene_complement	hcsB,hcsA,ecs8,ecs7,ecs6,ecs5,ecs4,ecs3,ecs2,ecs1,bexD,bexC,bexB,bexA	gnl|contig00011|ERX3914447 len=73504 cov=96.6 corr=0 origname=Contig_7_96.631_pilon sw=shovill-skesa/1.1.0 date=20201227:26056-44120	4/4	8/8	2/2	0
ERX3914449	cap_not_found	-	-	-	-	-	-	-
ERX3914462	cap_not_found	-	-	-	-	-	-	-
ERX3914467	cap_not_found	-	-	-	-	-	-	-
ERX3914473	cap_not_found	-	-	-	-	-	-	-
ERX3914474	cap_not_found	-	-	-	-	-	-	-
ERX3914475	cap_not_found	-	-	-	-	-	-	-
ERX3914478	cap_not_found	-	-	-	-	-	-	-
ERX3914479	cap_not_found	-	-	-	-	-	-	-
ERX3914486	cap_not_found	-	-	-	-	-	-	-
ERX3914487	cap_not_found	-	-	-	-	-	-	-
ERX3914493	cap_not_found	-	-	-	-	-	-	-
ERX3914496	cap_not_found	-	-	-	-	-	-	-
