task_id	hash	native_id	process	tag	name	status	exit	module	container	cpus	time	disk	memory	attempt	start	complete	duration	realtime	queue	%cpu	%mem	rss	vmem
3266	f5/45bbd5	530439	plasmid_blast	GA76605	plasmid_blast (GA76605)	COMPLETED	0	-	/opt/bactopia/singularity/annotate_genome-1.5.x.simg	4	4h	-	3 GB	1	2020-12-22 01:19:57.378	2020-12-22 01:30:52.385	21m 15s	10m 55s	general	388.5%	2.4%	3.1 GB	3.2 GB
3316	f9/99741f	530491	minmer_query	GA78928 - refseq-k21-s1000.msh	minmer_query (GA78928 - refseq-k21-s1000.msh)	COMPLETED	0	-	/opt/bactopia/singularity/minmers-1.5.x.simg	4	4h	-	5 GB	1	2020-12-22 01:28:07.390	2020-12-22 01:30:57.385	14m 25s	2m 50s	general	143.2%	6.6%	7.2 GB	12 GB
3331	38/5ff8e5	530506	ariba_analysis	GA79495 - card	ariba_analysis (GA79495 - card)	COMPLETED	0	-	/opt/bactopia/singularity/ariba_analysis-1.5.x.simg	3	4h	-	2 GB	1	2020-12-22 01:29:57.387	2020-12-22 01:31:07.386	12m 50s	1m 8s	general	228.8%	0.8%	916.5 MB	16.8 GB
3330	87/467401	530505	minmer_sketch	GA79495	minmer_sketch (GA79495)	COMPLETED	0	-	/opt/bactopia/singularity/minmers-1.5.x.simg	1	4h	-	1 GB	1	2020-12-22 01:29:42.388	2020-12-22 01:31:27.385	13m 25s	1m 43s	general	108.6%	0.0%	27.4 MB	3.1 GB
3338	77/5b26de	530511	qc_final_summary	GA79495	qc_final_summary (GA79495)	COMPLETED	0	-	/opt/bactopia/singularity/qc_reads-1.5.x.simg	2	4h	-	1 GB	1	2020-12-22 01:31:07.389	2020-12-22 01:31:27.391	13m 5s	19.8s	general	212.7%	0.5%	584.8 MB	3.5 GB
3277	f1/79b09a	530450	plasmid_blast	GA78037	plasmid_blast (GA78037)	COMPLETED	0	-	/opt/bactopia/singularity/annotate_genome-1.5.x.simg	4	4h	-	3 GB	1	2020-12-22 01:20:47.381	2020-12-22 01:32:12.386	21m 55s	11m 24s	general	396.8%	2.8%	3.2 GB	3.3 GB
3304	93/7ebd86	530480	qc_reads	GA81494	qc_reads (GA81494)	COMPLETED	0	-	/opt/bactopia/singularity/qc_reads-1.5.x.simg	4	4h	-	3 GB	1	2020-12-22 01:26:47.393	2020-12-22 01:32:17.386	18m 40s	5m 19s	general	376.9%	3.6%	4.6 GB	20.9 GB
3340	22/baa34a	530514	count_31mers	GA79495	count_31mers (GA79495)	COMPLETED	0	-	/opt/bactopia/singularity/count_31mers-1.5.x.simg	4	4h	-	8 GB	1	2020-12-22 01:32:17.398	2020-12-22 01:33:02.387	14m 35s	45.6s	general	380.1%	5.6%	7 GB	7.3 GB
132	f5/2b0114	530515	gather_fastqs	GA83841	gather_fastqs (GA83841)	COMPLETED	0	-	/opt/bactopia/singularity/gather_fastqs-1.5.x.simg	4	4h	-	1 GB	1	2020-12-22 01:33:02.391	2020-12-22 01:33:12.390	14m 40s	51ms	general	80.7%	0.0%	0	0
3341	e7/3f75de	530517	estimate_genome_size	GA81798	estimate_genome_size (GA81798)	COMPLETED	0	-	/opt/bactopia/singularity/minmers-1.5.x.simg	1	4h	-	1 GB	1	2020-12-22 01:33:12.397	2020-12-22 01:33:17.390	14m 10s	110ms	general	28.5%	0.0%	0	0
3323	11/701ef5	530498	call_variants	GA79549 - GA54827	call_variants (GA79549 - GA54827)	COMPLETED	0	-	/opt/bactopia/singularity/call_variants-1.5.x.simg	3	4h	-	4 GB	1	2020-12-22 01:29:07.387	2020-12-22 01:33:42.390	16m 45s	4m 30s	general	220.5%	0.7%	983.9 MB	8.1 GB
3328	0a/5749f1	530503	ariba_analysis	GA79549 - vfdb_core	ariba_analysis (GA79549 - vfdb_core)	COMPLETED	0	-	/opt/bactopia/singularity/ariba_analysis-1.5.x.simg	3	4h	-	2 GB	1	2020-12-22 01:29:37.387	2020-12-22 01:33:47.389	16m 10s	4m 9s	general	229.3%	0.7%	951.3 MB	17.7 GB
3343	1c/916696	530519	download_references	GA78941 - 1 reference(s)	download_references (GA78941 - 1 reference(s))	COMPLETED	0	-	/opt/bactopia/singularity/download_references-1.5.x.simg	1	4h	-	1 GB	1	2020-12-22 01:33:42.406	2020-12-22 01:33:52.390	14m 20s	7.4s	general	75.7%	0.2%	259 MB	2.5 GB
3325	fe/51998a	530500	call_variants	GA79549 - GCF_000027305	call_variants (GA79549 - GCF_000027305)	COMPLETED	0	-	/opt/bactopia/singularity/call_variants-1.5.x.simg	3	4h	-	4 GB	1	2020-12-22 01:29:27.401	2020-12-22 01:34:02.389	16m 30s	4m 27s	general	222.2%	0.6%	826.1 MB	8 GB
3326	45/0c745b	530502	call_variants	GA79549 - GA81666	call_variants (GA79549 - GA81666)	COMPLETED	0	-	/opt/bactopia/singularity/call_variants-1.5.x.simg	3	4h	-	4 GB	1	2020-12-22 01:29:37.386	2020-12-22 01:34:17.389	16m 40s	4m 35s	general	222.5%	0.7%	866 MB	8 GB
3337	82/1b2831	530516	mapping_query	GA79495}	mapping_query (GA79495})	COMPLETED	0	-	/opt/bactopia/singularity/call_variants-1.5.x.simg	4	4h	-	1 GB	1	2020-12-22 01:33:12.395	2020-12-22 01:34:27.390	15m 45s	1m 2s	general	248.7%	0.4%	483.2 MB	900.9 MB
3327	5f/af1f69	530504	assemble_genome	GA79549	assemble_genome (GA79549)	COMPLETED	0	-	/opt/bactopia/singularity/assemble_genome-1.5.x.simg	3	30m	-	8 GB	1	2020-12-22 01:29:42.387	2020-12-22 01:34:37.390	16m 35s	4m 50s	general	242.8%	2.1%	2.4 GB	13.1 GB
3322	c8/607040	530499	call_variants	GA79549 - GCF_900475535	call_variants (GA79549 - GCF_900475535)	COMPLETED	0	-	/opt/bactopia/singularity/call_variants-1.5.x.simg	3	4h	-	4 GB	1	2020-12-22 01:29:17.386	2020-12-22 01:34:42.390	17m 15s	5m 22s	general	227.8%	0.6%	819.1 MB	8 GB
3350	0a/c4e663	530525	make_blastdb	GA78928	make_blastdb (GA78928)	COMPLETED	0	-	/opt/bactopia/singularity/annotate_genome-1.5.x.simg	1	4h	-	1 GB	1	2020-12-22 01:34:37.964	2020-12-22 01:34:42.393	14m 50s	845ms	general	53.9%	0.0%	6 MB	38.4 MB
3342	7a/d4446f	530518	minmer_query	GA78941 - genbank-k21.json.gz	minmer_query (GA78941 - genbank-k21.json.gz)	COMPLETED	0	-	/opt/bactopia/singularity/minmers-1.5.x.simg	4	4h	-	5 GB	1	2020-12-22 01:33:47.393	2020-12-22 01:34:52.390	15m 35s	1m 1s	general	99.4%	3.2%	4 GB	4 GB
3348	68/d0cfa0	530524	fastq_status	-	fastq_status (124)	COMPLETED	0	-	/opt/bactopia/singularity/qc_reads-1.5.x.simg	1	4h	-	1 GB	1	2020-12-22 01:34:37.962	2020-12-22 01:34:52.392	15m 5s	10.5s	general	237.1%	0.5%	585.8 MB	35.5 GB
3336	f1/4f8932	530509	call_variants	GA79495 - GCF_000027305	call_variants (GA79495 - GCF_000027305)	COMPLETED	0	-	/opt/bactopia/singularity/call_variants-1.5.x.simg	3	4h	-	4 GB	1	2020-12-22 01:30:52.388	2020-12-22 01:35:02.389	16m 40s	4m 1s	general	233.1%	0.8%	1 GB	8.1 GB
3344	33/c279a5	530520	minmer_query	GA78941 - genbank-k51.json.gz	minmer_query (GA78941 - genbank-k51.json.gz)	COMPLETED	0	-	/opt/bactopia/singularity/minmers-1.5.x.simg	4	4h	-	5 GB	1	2020-12-22 01:34:02.393	2020-12-22 01:35:02.393	15m 25s	1m	general	99.7%	3.4%	4.2 GB	4.3 GB
3334	0b/ffd1d2	530507	call_variants	GA79495 - GA54827	call_variants (GA79495 - GA54827)	COMPLETED	0	-	/opt/bactopia/singularity/call_variants-1.5.x.simg	3	4h	-	4 GB	1	2020-12-22 01:30:42.399	2020-12-22 01:35:07.390	16m 50s	4m 18s	general	230.3%	0.8%	995.8 MB	8.1 GB
3352	50/374486	530530	sequence_type	GA78928 - default - blast	sequence_type (GA78928 - default - blast)	COMPLETED	0	-	/opt/bactopia/singularity/sequence_type-1.5.x.simg	1	4h	-	1 GB	1	2020-12-22 01:35:02.398	2020-12-22 01:35:07.393	14m 55s	3.5s	general	99.3%	0.1%	118.4 MB	140.8 MB
3332	68/f6ab78	530510	ariba_analysis	GA79495 - vfdb_core	ariba_analysis (GA79495 - vfdb_core)	COMPLETED	0	-	/opt/bactopia/singularity/ariba_analysis-1.5.x.simg	3	4h	-	2 GB	1	2020-12-22 01:30:57.388	2020-12-22 01:35:12.390	16m 50s	4m 9s	general	246.7%	0.8%	1023.3 MB	16.8 GB
3345	08/cf7538	530521	minmer_query	GA78941 - genbank-k31.json.gz	minmer_query (GA78941 - genbank-k31.json.gz)	COMPLETED	0	-	/opt/bactopia/singularity/minmers-1.5.x.simg	4	4h	-	5 GB	1	2020-12-22 01:34:17.393	2020-12-22 01:35:17.390	15m 35s	56.2s	general	100.2%	3.6%	4.5 GB	4.5 GB
3354	a7/d98698	530528	assembly_qc	GA78928 - quast	assembly_qc (GA78928 - quast)	COMPLETED	0	-	/opt/bactopia/singularity/assembly_qc-1.5.x.simg	3	30m	-	8 GB	1	2020-12-22 01:35:02.395	2020-12-22 01:35:22.390	15m 20s	17.1s	general	113.0%	0.1%	131.8 MB	3.3 GB
3355	8c/95600d	530533	download_references	GA79016 - 1 reference(s)	download_references (GA79016 - 1 reference(s))	COMPLETED	0	-	/opt/bactopia/singularity/download_references-1.5.x.simg	1	4h	-	1 GB	1	2020-12-22 01:35:12.394	2020-12-22 01:35:22.393	14m 50s	6.6s	general	74.5%	0.2%	258.8 MB	1.3 GB
3349	44/992602	530526	annotate_genome	GA78928	annotate_genome (GA78928)	COMPLETED	0	-	/opt/bactopia/singularity/annotate_genome-1.5.x.simg	4	4h	-	1 GB	1	2020-12-22 01:34:42.396	2020-12-22 01:35:37.391	15m 40s	51.4s	general	261.2%	0.1%	243.3 MB	30.4 GB
3347	6c/c3ec30	530522	minmer_query	GA78941 - plsdb.msh	minmer_query (GA78941 - plsdb.msh)	COMPLETED	0	-	/opt/bactopia/singularity/minmers-1.5.x.simg	4	4h	-	5 GB	1	2020-12-22 01:34:27.397	2020-12-22 01:35:47.391	16m	1m 18s	general	195.1%	2.2%	2.7 GB	6.5 GB
3351	b6/41ebc1	530529	sequence_type	GA78928 - default - ariba	sequence_type (GA78928 - default - ariba)	COMPLETED	0	-	/opt/bactopia/singularity/sequence_type-1.5.x.simg	1	4h	-	1 GB	1	2020-12-22 01:35:02.397	2020-12-22 01:35:57.391	15m 55s	52.3s	general	97.9%	0.2%	217.5 MB	6.4 GB
3335	cf/4723ef	530508	call_variants	GA79495 - GCF_900475535	call_variants (GA79495 - GCF_900475535)	COMPLETED	0	-	/opt/bactopia/singularity/call_variants-1.5.x.simg	3	4h	-	4 GB	1	2020-12-22 01:30:42.401	2020-12-22 01:36:02.390	17m 45s	5m 11s	general	236.9%	0.7%	818.5 MB	8 GB
3339	83/80a813	530513	call_variants	GA79495 - GA81666	call_variants (GA79495 - GA81666)	COMPLETED	0	-	/opt/bactopia/singularity/call_variants-1.5.x.simg	3	4h	-	4 GB	1	2020-12-22 01:32:12.390	2020-12-22 01:36:12.390	17m 45s	3m 55s	general	234.9%	0.7%	828.8 MB	8 GB
3364	f4/3532fe	530541	make_blastdb	GA78941	make_blastdb (GA78941)	COMPLETED	0	-	/opt/bactopia/singularity/annotate_genome-1.5.x.simg	1	4h	-	1 GB	1	2020-12-22 01:36:12.396	2020-12-22 01:36:12.397	14m 50s	640ms	general	84.4%	0.0%	4 MB	12.1 MB
3357	12/15a61b	530534	minmer_query	GA79016 - genbank-k31.json.gz	minmer_query (GA79016 - genbank-k31.json.gz)	COMPLETED	0	-	/opt/bactopia/singularity/minmers-1.5.x.simg	4	4h	-	5 GB	1	2020-12-22 01:35:17.393	2020-12-22 01:36:17.390	15m 45s	1m 1s	general	99.8%	3.4%	4.3 GB	4.3 GB
133	9c/201e2c	530540	gather_fastqs	GA83842A	gather_fastqs (GA83842A)	COMPLETED	0	-	/opt/bactopia/singularity/gather_fastqs-1.5.x.simg	4	4h	-	1 GB	1	2020-12-22 01:36:12.394	2020-12-22 01:36:17.393	15m 10s	44ms	general	76.4%	0.0%	0	0
3356	4e/632731	530531	minmer_query	GA79016 - genbank-k21.json.gz	minmer_query (GA79016 - genbank-k21.json.gz)	COMPLETED	0	-	/opt/bactopia/singularity/minmers-1.5.x.simg	4	4h	-	5 GB	1	2020-12-22 01:35:02.400	2020-12-22 01:36:27.390	15m 55s	1m 26s	general	100.0%	3.0%	3.7 GB	3.7 GB
3358	18/c44b44	530532	minmer_query	GA79016 - genbank-k51.json.gz	minmer_query (GA79016 - genbank-k51.json.gz)	COMPLETED	0	-	/opt/bactopia/singularity/minmers-1.5.x.simg	4	4h	-	5 GB	1	2020-12-22 01:35:12.393	2020-12-22 01:36:27.393	15m 55s	1m 16s	general	99.1%	3.7%	4.1 GB	4.1 GB
3361	c3/1f98a3	530537	qc_original_summary	GA81563	qc_original_summary (GA81563)	COMPLETED	0	-	/opt/bactopia/singularity/qc_reads-1.5.x.simg	2	4h	-	1 GB	1	2020-12-22 01:35:37.402	2020-12-22 01:36:27.418	15m 40s	45.7s	general	201.6%	0.5%	603.5 MB	3.6 GB
3368	1e/0b4e8c	530545	sequence_type	GA78941 - default - blast	sequence_type (GA78941 - default - blast)	COMPLETED	0	-	/opt/bactopia/singularity/sequence_type-1.5.x.simg	1	4h	-	1 GB	1	2020-12-22 01:36:27.423	2020-12-22 01:36:32.391	14m 55s	3.9s	general	99.0%	0.1%	121.3 MB	143.4 MB
3367	b8/923a02	530544	assembly_qc	GA78941 - quast	assembly_qc (GA78941 - quast)	COMPLETED	0	-	/opt/bactopia/singularity/assembly_qc-1.5.x.simg	3	30m	-	8 GB	1	2020-12-22 01:36:27.422	2020-12-22 01:36:47.392	15m 15s	16.8s	general	110.1%	0.1%	102.7 MB	3.3 GB
3372	af/3314ea	530549	estimate_genome_size	GA81799	estimate_genome_size (GA81799)	COMPLETED	0	-	/opt/bactopia/singularity/minmers-1.5.x.simg	1	4h	-	1 GB	1	2020-12-22 01:36:42.391	2020-12-22 01:36:47.397	14m 5s	43ms	general	83.2%	0.0%	0	0
3333	f0/4eacca	530512	assemble_genome	GA79495	assemble_genome (GA79495)	COMPLETED	0	-	/opt/bactopia/singularity/assemble_genome-1.5.x.simg	3	30m	-	8 GB	1	2020-12-22 01:31:27.399	2020-12-22 01:36:57.393	18m 35s	5m 24s	general	239.2%	2.2%	2.4 GB	13.2 GB
3360	ad/5d21fa	530536	minmer_query	GA79016 - plsdb.msh	minmer_query (GA79016 - plsdb.msh)	COMPLETED	0	-	/opt/bactopia/singularity/minmers-1.5.x.simg	4	4h	-	5 GB	1	2020-12-22 01:35:37.401	2020-12-22 01:37:07.393	16m 25s	1m 26s	general	185.4%	2.5%	2.7 GB	6.5 GB
3365	da/c6e3dd	530542	annotate_genome	GA78941	annotate_genome (GA78941)	COMPLETED	0	-	/opt/bactopia/singularity/annotate_genome-1.5.x.simg	4	4h	-	1 GB	1	2020-12-22 01:36:17.396	2020-12-22 01:37:22.405	15m 55s	1m	general	258.9%	0.0%	243.8 MB	33.7 GB
3369	1b/d4ad92	530546	sequence_type	GA78941 - default - ariba	sequence_type (GA78941 - default - ariba)	COMPLETED	0	-	/opt/bactopia/singularity/sequence_type-1.5.x.simg	1	4h	-	1 GB	1	2020-12-22 01:36:27.424	2020-12-22 01:37:22.411	15m 10s	53.9s	general	97.2%	0.2%	211.6 MB	6.4 GB
3370	b9/686d92	530547	blast_proteins	GA78317	blast_proteins (GA78317)	COMPLETED	0	-	/opt/bactopia/singularity/annotate_genome-1.5.x.simg	4	4h	-	1 GB	1	2020-12-22 01:36:27.426	2020-12-22 01:37:27.394	14m 50s	44.7s	general	106.5%	0.0%	59.7 MB	85.1 MB
3371	ca/104d32	530548	blast_genes	GA78317	blast_genes (GA78317)	COMPLETED	0	-	/opt/bactopia/singularity/annotate_genome-1.5.x.simg	4	4h	-	1 GB	1	2020-12-22 01:36:47.396	2020-12-22 01:37:32.394	14m 55s	33.3s	general	114.4%	0.0%	21 MB	34.8 MB
3346	3d/70297a	530523	minmer_query	GA78941 - refseq-k21-s1000.msh	minmer_query (GA78941 - refseq-k21-s1000.msh)	COMPLETED	0	-	/opt/bactopia/singularity/minmers-1.5.x.simg	4	4h	-	5 GB	1	2020-12-22 01:34:37.961	2020-12-22 01:37:37.394	17m 50s	2m 59s	general	148.0%	6.6%	7.2 GB	12 GB
3382	d9/4193f6	530558	qc_final_summary	GA79872	qc_final_summary (GA79872)	COMPLETED	0	-	/opt/bactopia/singularity/qc_reads-1.5.x.simg	2	4h	-	1 GB	1	2020-12-22 01:37:37.399	2020-12-22 01:38:02.394	13m 35s	21.2s	general	229.5%	0.5%	582.8 MB	3.5 GB
3302	a3/8c73c9	530477	plasmid_blast	GA78215	plasmid_blast (GA78215)	COMPLETED	0	-	/opt/bactopia/singularity/annotate_genome-1.5.x.simg	4	4h	-	3 GB	1	2020-12-22 01:26:27.395	2020-12-22 01:38:07.393	24m 45s	11m 36s	general	387.7%	2.5%	3.3 GB	3.4 GB
3376	04/2361d8	530553	count_31mers	GA79872	count_31mers (GA79872)	COMPLETED	0	-	/opt/bactopia/singularity/count_31mers-1.5.x.simg	4	4h	-	8 GB	1	2020-12-22 01:37:27.407	2020-12-22 01:38:22.395	15m 20s	53.6s	general	319.6%	5.7%	7.2 GB	7.3 GB
3359	43/946f1f	530535	minmer_query	GA79016 - refseq-k21-s1000.msh	minmer_query (GA79016 - refseq-k21-s1000.msh)	COMPLETED	0	-	/opt/bactopia/singularity/minmers-1.5.x.simg	4	4h	-	5 GB	1	2020-12-22 01:35:22.396	2020-12-22 01:38:32.395	17m 55s	3m 7s	general	148.6%	5.7%	7.2 GB	12 GB
134	e0/7770f6	530560	gather_fastqs	GA83842B	gather_fastqs (GA83842B)	COMPLETED	0	-	/opt/bactopia/singularity/gather_fastqs-1.5.x.simg	4	4h	-	1 GB	1	2020-12-22 01:38:22.397	2020-12-22 01:38:32.397	13m 20s	37ms	general	91.1%	0.0%	0	0
3362	d8/d3ad4c	530538	qc_reads	GA81563	qc_reads (GA81563)	COMPLETED	0	-	/opt/bactopia/singularity/qc_reads-1.5.x.simg	4	4h	-	3 GB	1	2020-12-22 01:35:47.393	2020-12-22 01:38:37.395	17m 45s	2m 44s	general	382.9%	2.8%	3.5 GB	20.9 GB
3377	94/ac3337	530554	ariba_analysis	GA79872 - card	ariba_analysis (GA79872 - card)	COMPLETED	0	-	/opt/bactopia/singularity/ariba_analysis-1.5.x.simg	3	4h	-	2 GB	1	2020-12-22 01:37:27.408	2020-12-22 01:38:47.395	15m 25s	1m 19s	general	230.4%	0.7%	835.7 MB	16.5 GB
3379	78/6a755e	530557	minmer_sketch	GA79872	minmer_sketch (GA79872)	COMPLETED	0	-	/opt/bactopia/singularity/minmers-1.5.x.simg	1	4h	-	1 GB	1	2020-12-22 01:37:37.398	2020-12-22 01:38:47.398	14m 55s	1m 7s	general	116.4%	0.0%	27.2 MB	3.1 GB
3375	21/96318c	530552	antimicrobial_resistance	GA78317	antimicrobial_resistance (GA78317)	COMPLETED	0	-	/opt/bactopia/singularity/antimicrobial_resistance-1.5.x.simg	4	4h	-	1 GB	1	2020-12-22 01:37:22.414	2020-12-22 01:39:02.395	16m 5s	1m 39s	general	197.5%	0.0%	131.3 MB	259.9 MB
3383	35/6f1bfb	530564	mapping_query	GA79872}	mapping_query (GA79872})	COMPLETED	0	-	/opt/bactopia/singularity/call_variants-1.5.x.simg	4	4h	-	1 GB	1	2020-12-22 01:38:37.410	2020-12-22 01:39:52.394	13m 55s	1m 6s	general	244.1%	0.3%	400.6 MB	876.9 MB
3388	f1/ceac05	530566	qc_original_summary	GA81566	qc_original_summary (GA81566)	COMPLETED	0	-	/opt/bactopia/singularity/qc_reads-1.5.x.simg	2	4h	-	1 GB	1	2020-12-22 01:39:02.398	2020-12-22 01:39:57.394	13m 35s	52.3s	general	189.7%	0.5%	639.9 MB	3.6 GB
3392	b5/f2d15b	530569	make_blastdb	GA79016	make_blastdb (GA79016)	COMPLETED	0	-	/opt/bactopia/singularity/annotate_genome-1.5.x.simg	1	4h	-	1 GB	1	2020-12-22 01:39:52.426	2020-12-22 01:39:57.405	13m 10s	559ms	general	93.7%	0.0%	5.2 MB	36 MB
3391	2c/d7070c	530570	sequence_type	GA79016 - default - blast	sequence_type (GA79016 - default - blast)	COMPLETED	0	-	/opt/bactopia/singularity/sequence_type-1.5.x.simg	1	4h	-	1 GB	1	2020-12-22 01:39:52.429	2020-12-22 01:39:57.409	13m 5s	3.8s	general	101.1%	0.1%	117.7 MB	141.9 MB
3353	fa/1d9dc1	530527	assembly_qc	GA78928 - checkm	assembly_qc (GA78928 - checkm)	COMPLETED	0	-	/opt/bactopia/singularity/assembly_qc-1.5.x.simg	3	30m	-	8 GB	1	2020-12-22 01:34:52.395	2020-12-22 01:40:02.395	20m 5s	5m 2s	general	107.1%	20.9%	26.4 GB	29.5 GB
3390	72/2efeee	530568	sequence_type	GA79016 - default - ariba	sequence_type (GA79016 - default - ariba)	COMPLETED	0	-	/opt/bactopia/singularity/sequence_type-1.5.x.simg	1	4h	-	1 GB	1	2020-12-22 01:39:02.400	2020-12-22 01:40:12.395	13m 25s	1m 8s	general	90.4%	0.2%	214.9 MB	6.4 GB
3394	29/ecc2a4	530571	assembly_qc	GA79016 - quast	assembly_qc (GA79016 - quast)	COMPLETED	0	-	/opt/bactopia/singularity/assembly_qc-1.5.x.simg	3	30m	-	8 GB	1	2020-12-22 01:39:57.410	2020-12-22 01:40:17.395	13m 25s	16.9s	general	112.5%	0.1%	128.2 MB	3.3 GB
3395	83/534d63	530573	fastq_status	-	fastq_status (125)	COMPLETED	0	-	/opt/bactopia/singularity/qc_reads-1.5.x.simg	1	4h	-	1 GB	1	2020-12-22 01:40:02.399	2020-12-22 01:40:17.398	13m 10s	11s	general	205.0%	0.4%	584.5 MB	35.4 GB
3373	c3/1d0fec	530550	call_variants_auto	GA78345 - GCF_000931575	call_variants_auto (GA78345 - GCF_000931575)	COMPLETED	0	-	/opt/bactopia/singularity/call_variants-1.5.x.simg	3	4h	-	4 GB	1	2020-12-22 01:36:57.401	2020-12-22 01:40:32.394	17m 40s	3m 33s	general	213.4%	0.8%	969.4 MB	8 GB
3363	f9/dc999b	530539	call_variants_auto	GA78317 - GCF_003351465	call_variants_auto (GA78317 - GCF_003351465)	COMPLETED	0	-	/opt/bactopia/singularity/call_variants-1.5.x.simg	3	4h	-	4 GB	1	2020-12-22 01:36:02.394	2020-12-22 01:40:42.395	19m 40s	4m 38s	general	227.3%	0.7%	828.4 MB	8 GB
3384	a9/5ef888	530562	call_variants	GA79872 - GA54827	call_variants (GA79872 - GA54827)	COMPLETED	0	-	/opt/bactopia/singularity/call_variants-1.5.x.simg	3	4h	-	4 GB	1	2020-12-22 01:38:32.419	2020-12-22 01:40:47.395	15m 5s	2m 11s	general	210.2%	0.5%	699.4 MB	8 GB
3389	20/e783b7	530572	annotate_genome	GA79016	annotate_genome (GA79016)	COMPLETED	0	-	/opt/bactopia/singularity/annotate_genome-1.5.x.simg	4	4h	-	1 GB	1	2020-12-22 01:40:02.398	2020-12-22 01:41:02.396	14m 5s	57.2s	general	258.1%	0.0%	244.2 MB	33.6 GB
3398	f9/fba433	530577	download_references	GA79189 - 1 reference(s)	download_references (GA79189 - 1 reference(s))	COMPLETED	0	-	/opt/bactopia/singularity/download_references-1.5.x.simg	1	4h	-	1 GB	1	2020-12-22 01:40:47.400	2020-12-22 01:41:02.401	13m 5s	7.6s	general	74.4%	0.2%	258.9 MB	1012 MB
3396	71/eee298	530574	minmer_query	GA79189 - genbank-k21.json.gz	minmer_query (GA79189 - genbank-k21.json.gz)	COMPLETED	0	-	/opt/bactopia/singularity/minmers-1.5.x.simg	4	4h	-	5 GB	1	2020-12-22 01:40:17.400	2020-12-22 01:41:37.408	14m 15s	1m 18s	general	99.6%	3.1%	3.9 GB	3.9 GB
3402	93/f9f421	530580	estimate_genome_size	GA83052	estimate_genome_size (GA83052)	COMPLETED	0	-	/opt/bactopia/singularity/minmers-1.5.x.simg	1	4h	-	1 GB	1	2020-12-22 01:41:37.412	2020-12-22 01:41:42.398	13m 15s	43ms	general	88.9%	0.0%	0	0
3397	8f/05729c	530575	minmer_query	GA79189 - genbank-k31.json.gz	minmer_query (GA79189 - genbank-k31.json.gz)	COMPLETED	0	-	/opt/bactopia/singularity/minmers-1.5.x.simg	4	4h	-	5 GB	1	2020-12-22 01:40:32.398	2020-12-22 01:41:52.399	14m 30s	1m 12s	general	100.0%	3.9%	4.3 GB	4.3 GB
3399	62/fe6155	530576	minmer_query	GA79189 - genbank-k51.json.gz	minmer_query (GA79189 - genbank-k51.json.gz)	COMPLETED	0	-	/opt/bactopia/singularity/minmers-1.5.x.simg	4	4h	-	5 GB	1	2020-12-22 01:40:47.399	2020-12-22 01:41:52.401	14m	1m 2s	general	99.7%	3.4%	4.3 GB	4.3 GB
3366	b3/8653ca	530543	assembly_qc	GA78941 - checkm	assembly_qc (GA78941 - checkm)	COMPLETED	0	-	/opt/bactopia/singularity/assembly_qc-1.5.x.simg	3	30m	-	8 GB	1	2020-12-22 01:36:17.398	2020-12-22 01:41:57.399	20m 25s	5m 32s	general	103.8%	24.3%	26.8 GB	29.9 GB
3380	e0/352c32	530555	ariba_analysis	GA79872 - vfdb_core	ariba_analysis (GA79872 - vfdb_core)	COMPLETED	0	-	/opt/bactopia/singularity/ariba_analysis-1.5.x.simg	3	4h	-	2 GB	1	2020-12-22 01:37:32.410	2020-12-22 01:42:02.399	18m 25s	4m 24s	general	233.0%	0.9%	1.1 GB	16.9 GB
3386	92/a4a4bb	530561	call_variants	GA79872 - GA81666	call_variants (GA79872 - GA81666)	COMPLETED	0	-	/opt/bactopia/singularity/call_variants-1.5.x.simg	3	4h	-	4 GB	1	2020-12-22 01:38:32.407	2020-12-22 01:42:02.402	16m 30s	3m 20s	general	237.5%	0.6%	734.2 MB	8 GB
3385	8e/92e779	530563	call_variants	GA79872 - GCF_000027305	call_variants (GA79872 - GCF_000027305)	COMPLETED	0	-	/opt/bactopia/singularity/call_variants-1.5.x.simg	3	4h	-	4 GB	1	2020-12-22 01:38:32.421	2020-12-22 01:42:17.399	16m 25s	3m 39s	general	245.6%	0.5%	687.5 MB	8 GB
3412	66/d730eb	530587	qc_final_summary	GA81034	qc_final_summary (GA81034)	COMPLETED	0	-	/opt/bactopia/singularity/qc_reads-1.5.x.simg	2	4h	-	1 GB	1	2020-12-22 01:42:02.409	2020-12-22 01:42:22.399	12m 55s	20.9s	general	197.5%	0.5%	584.7 MB	3.5 GB
3381	b6/a6e566	530559	assemble_genome	GA79872	assemble_genome (GA79872)	COMPLETED	0	-	/opt/bactopia/singularity/assemble_genome-1.5.x.simg	3	30m	-	8 GB	1	2020-12-22 01:38:07.396	2020-12-22 01:42:37.410	17m 35s	4m 22s	general	221.5%	1.5%	1.9 GB	13.2 GB
3387	3b/d758a8	530565	qc_reads	GA81566	qc_reads (GA81566)	COMPLETED	0	-	/opt/bactopia/singularity/qc_reads-1.5.x.simg	4	4h	-	3 GB	1	2020-12-22 01:38:47.403	2020-12-22 01:42:37.418	16m 35s	3m 38s	general	368.8%	2.2%	2.4 GB	20.9 GB
